,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price
929,"105 SW Meadowbrook DriveLee's Summit, MO 64082","5Bedrms4Full Bath(s)0Half Bath(s)2,908SqftSingle Family",2908,0.35,5,4,0,446795
930,"502 Ashley CourtRaymore, MO 64083","3Bedrms4Full Bath(s)1Half Bath(s)3,033SqftBuilt in20031AcresSingle Family",3033,1,3,4,1,449500
931,"1912 Harold DriveRaymore, MO 64083","4Bedrms4Full Bath(s)1Half Bath(s)4,300SqftBuilt in2003Single Family",4300,0.5,4,4,1,450000
932,"30706 E State Route VvPleasant Hill, MO 64080","3Bedrms3Full Bath(s)1Half Bath(s)3,240SqftBuilt in199015.5AcresSingle Family",3240,15.5,3,3,1,451000
933,"1005 Holly AvenueHarrisonville, MO 64701","5Bedrms4Full Bath(s)3Half Bath(s)4,606SqftBuilt in1989Single Family",4606,0.5,5,4,3,452000
934,"913 Rannoch LaneRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,050SqftBuilt in2019Single Family",3050,0.5,4,3,1,454950
935,"27305 E State Route P HighwayPleasant Hill, MO 64080","6Bedrms4Full Bath(s)0Half Bath(s)4,000Sqft3AcresSingle Family",4000,3,6,4,0,455000
936,"1305 Wright CirclePleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)3,494SqftBuilt in2016Single Family",3494,0.5,4,3,1,458750
937,"21123 S McKee LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,983SqftBuilt in2014Single Family",2983,0.35,4,3,0,460000
938,"11703 E 239th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)3,370SqftBuilt in19896.83AcresSingle Family",3370,6.83,4,3,1,460000
939,"107 Winnebago DriveLake Winnebago, MO 64034","4Bedrms5Full Bath(s)0Half Bath(s)4,598SqftBuilt in1987Single Family",4598,0.5,4,5,0,460000
940,"5031 SW Kingfisher DriveLee's Summit, MO 64082","5Bedrms4Full Bath(s)1Half Bath(s)4,100SqftBuilt in1986Single Family",4100,0.5,5,4,1,461000
941,"1203 Serenity CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,800SqftBuilt in2016Single Family",2800,0.35,4,3,0,465500
942,"1403 Lake Point CoveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,000SqftBuilt in2020Single Family",3000,0.35,4,3,0,466978
943,"1422 Young CircleRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,348SqftBuilt in20090AcresSingle Family",3348,9,4,3,0,467000
944,"26815 S Blinker Light RoadHarrisonville, MO 64701","8Bedrms4Full Bath(s)2Half Bath(s)5,455SqftBuilt in200510.87AcresSingle Family",5455,10.87,8,4,2,470000
945,"1223 Deaton CircleRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,987SqftBuilt in2006Single Family",3987,0.5,4,3,1,470100
946,"11209 Timber Creek DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)2Half Bath(s)4,188SqftBuilt in20071.42AcresSingle Family",4188,1.42,4,3,2,473500
947,"21921 S Walnut Bluff RoadPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)3,320SqftBuilt in200510AcresSingle Family",3320,10,3,2,1,475000
948,"26907 S Blinker Light RoadHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)3,430SqftBuilt in198832.5AcresSingle Family",3430,32.5,4,3,0,475000
949,"18821 S School RoadRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,797SqftBuilt in199513AcresSingle Family",2797,13,4,2,1,480000
950,"10702 E 335th StreetDrexel, MO 64742","4Bedrms3Full Bath(s)0Half Bath(s)2,867SqftBuilt in199140AcresSingle Family",2867,40,4,3,0,481100
951,"1407 Whispering RidgePleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)3,492SqftBuilt in20071.6AcresSingle Family",3492,1.6,4,3,1,482500
952,"16900 Heather LaneLoch Lloyd, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,871SqftBuilt in1993Single Family",2871,0.35,3,2,1,483570
953,"925 Creekmoor DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,096SqftBuilt in2018Single Family",3096,0.5,4,3,0,485974
954,"30400 Woodland DrivePleasant Hill, MO 64080","4Bedrms2Full Bath(s)2Half Bath(s)3,216SqftBuilt in20193.83AcresSingle Family",3216,3.83,4,2,2,487000
955,"25306 E Twin Pines DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,088SqftBuilt in197915AcresSingle Family",2088,15,3,2,1,490000
956,"21822 S Ore RoadPleasant Hill, MO 64080","5Bedrms2Full Bath(s)1Half Bath(s)3,200SqftBuilt in20045AcresSingle Family",3200,5,5,2,1,490000
957,"915 Rannoch LaneRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,030SqftBuilt in2019Single Family",3030,0.5,4,3,1,492314
958,"18615 S Gray DrivePleasant Hill, MO 64080","5Bedrms3Full Bath(s)1Half Bath(s)5,777SqftBuilt in20018.24AcresSingle Family",5777,0.24,5,3,1,495000
959,"26204 S Smoke RoadPeculiar, MO 64078","6Bedrms6Full Bath(s)2Half Bath(s)8,265SqftBuilt in200220AcresSingle Family",8265,20,6,6,2,495000
960,"4501 SW Nautilus PlaceLee's Summit, MO 64082","5Bedrms4Full Bath(s)0Half Bath(s)3,040SqftSingle Family",3040,0.5,5,4,0,495800
961,"603 N Winnebago DriveLake Winnebago, MO 64034","3Bedrms2Full Bath(s)1Half Bath(s)2,599SqftBuilt in2001Single Family",2599,0.35,3,2,1,497000
962,"1211 Kingsland CircleRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,192SqftBuilt in2013Single Family",3192,0.5,4,3,0,499950
963,"803 Hampstead DriveRaymore, MO 64083","5Bedrms3Full Bath(s)1Half Bath(s)3,250SqftBuilt in2019Single Family",3250,0.5,5,3,1,499950
964,"1111 Dunvegan LaneRaymore, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)3,304SqftBuilt in2009Single Family",3304,0.5,4,2,1,500000
965,"1005 Rannoch LaneRaymore, MO 64983","4Bedrms3Full Bath(s)0Half Bath(s)3,108SqftBuilt in2019Single Family",3108,0.5,4,3,0,504286
966,"23622 S Lucille LanePeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)4,944SqftBuilt in20013AcresSingle Family",4944,3,4,3,1,513000
967,"919 Rannoch LaneRaymore, MO 64083","5Bedrms3Full Bath(s)1Half Bath(s)3,250SqftBuilt in2018Single Family",3250,0.5,5,3,1,519950
968,"14804 E 223rd StreetPeculiar, MO 64078","3Bedrms4Full Bath(s)0Half Bath(s)4,167SqftBuilt in198915AcresSingle Family",4167,15,3,4,0,525000
969,"931 Creekmoor DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,287SqftBuilt in2015Single Family",3287,0.5,4,3,0,525000
970,"5030 Mallard PointLee's Summit, MO 64082","4Bedrms4Full Bath(s)1Half Bath(s)4,568SqftBuilt in1986Single Family",4568,0.5,4,4,1,525000
971,"8602 E 227th StreetPeculiar, MO 64078","9Bedrms3Full Bath(s)0Half Bath(s)4,639SqftBuilt in199120AcresSingle Family",4639,20,9,3,0,530000
972,"824 Bridgeshire DriveRaymore, MO 64083","4Bedrms4Full Bath(s)0Half Bath(s)3,073SqftBuilt in2018Single Family",3073,0.5,4,4,0,542900
973,"4516 SW Nautilus PlaceLee's Summit, MO 64082","5Bedrms4Full Bath(s)0Half Bath(s)2,823SqftSingle Family",2823,0.35,5,4,0,546000
974,"732 SW Estates DriveLee's Summit, MO 64082","4Bedrms2Full Bath(s)2Half Bath(s)3,066SqftBuilt in2020Single Family",3066,0.5,4,2,2,549500
975,"807 Hampstead DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)3,065SqftBuilt in2019Single Family",3065,0.5,4,2,1,549760
976,"1007 Rannoch LaneRaymore, MO 64083","4Bedrms4Full Bath(s)0Half Bath(s)3,354SqftBuilt in2019Single Family",3354,0.5,4,4,0,549950
977,"1011 Bridgeshire DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,646SqftBuilt in2018Single Family",3646,0.5,4,3,0,550000
978,"19108 Autumn LanePleasant Hill, MO 64080","5Bedrms5Full Bath(s)1Half Bath(s)4,256SqftBuilt in20044AcresSingle Family",4256,4,5,5,1,550000
979,"456 N Winnebago DriveLake Winnebago, MO 64034","4Bedrms3Full Bath(s)1Half Bath(s)4,053SqftBuilt in1984Single Family",4053,0.5,4,3,1,550000
980,"816 Bridgeshire DriveRaymore, MO 64083","4Bedrms4Full Bath(s)0Half Bath(s)3,354SqftBuilt in2019Single Family",3354,0.5,4,4,0,550543
981,"4410 E 187th StreetBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,635SqftBuilt in194021.27AcresSingle Family",2635,21.27,4,3,0,552000
982,"814 Creekmoor DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)3,065SqftBuilt in2019Single Family",3065,0.5,4,2,1,552100
983,"7 Black Hawk DriveLake Winnebago, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)2,698SqftBuilt in2019Single Family",2698,0.35,4,3,0,559950
984,"4425 SW Nautilus PlaceLee's Summit, MO 64082","5Bedrms4Full Bath(s)0Half Bath(s)2,908SqftSingle Family",2908,0.35,5,4,0,564005
985,"28 Bison Falls CircleLake Winnebago, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)2,698SqftSingle Family",2698,0.35,4,3,0,569300
986,"18001 E Hubach Hill RoadPleasant Hill, MO 64080","4Bedrms4Full Bath(s)0Half Bath(s)3,792SqftBuilt in19999.43AcresSingle Family",3792,9.43,4,4,0,570500
987,"20 SW 1971st RoadKingsville, MO 64061","4Bedrms4Full Bath(s)1Half Bath(s)4,712SqftBuilt in200130AcresSingle Family",4712,30,4,4,1,575000
988,"18200 E 191st StreetPleasant Hill, MO 64080","4Bedrms4Full Bath(s)1Half Bath(s)4,725SqftBuilt in19999.7AcresSingle Family",4725,9.7,4,4,1,575000
989,"17005 Max CourtLoch Lloyd, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)3,677SqftBuilt in2000Single Family",3677,0.5,3,3,0,580000
990,"22103 E 189th StreetPleasant Hill, MO 64080","5Bedrms3Full Bath(s)2Half Bath(s)5,111SqftBuilt in20104.42AcresSingle Family",5111,4.42,5,3,2,590000
991,"1429 Kensington LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)3,354SqftBuilt in2019Single Family",3354,0.5,3,3,0,597980
992,"104 Grand Prairie CircleLake Winnebago, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)3,310SqftSingle Family",3310,0.5,4,3,0,610000
993,"131 Grand Prairie CircleLake Winnebago, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)3,220SqftBuilt in2019Single Family",3220,0.5,4,3,0,611715
994,"904 Creekmoor DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,470SqftBuilt in2017Single Family",3470,0.5,4,3,1,612790
995,"129 Grand Prairie CircleLake Winnebago, MO 64034","5Bedrms3Full Bath(s)1Half Bath(s)2,625SqftBuilt in2019Single Family",2625,0.35,5,3,1,615000
996,"6 Black Hawk DriveLake Winnebago, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)2,791SqftBuilt in2020Single Family",2791,0.35,4,3,0,619900
997,"1302 Lakecrest CircleRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,157SqftBuilt in2014Single Family",3157,0.5,4,3,0,625000
998,"30409 Woodland DrivePleasant Hill, MO 64080","4Bedrms4Full Bath(s)0Half Bath(s)2,997SqftBuilt in20193AcresSingle Family",2997,3,4,4,0,625000
999,"4726 SW Gull Point TrailLee's Summit, MO 64082","4Bedrms3Full Bath(s)0Half Bath(s)2,809SqftBuilt in2019Single Family",2809,0.35,4,3,0,630125
1000,"1223 Granton LaneRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,470SqftBuilt in2017Single Family",3470,0.5,4,3,1,645645
1001,"185 E Loch Lloyd ParkwayLoch Lloyd, MO 64012","4Bedrms5Full Bath(s)0Half Bath(s)4,342SqftBuilt in2007Single Family",4342,0.5,4,5,0,655000
1002,"3400 E State Route Oo HighwayDrexel, MO 64742","4Bedrms2Full Bath(s)0Half Bath(s)2,254Sqft160AcresSingle Family",2254,160,4,2,0,656000
1003,"4711 SW Gull Point TrailLee's Summit, MO 64082","4Bedrms3Full Bath(s)1Half Bath(s)3,534SqftBuilt in2018Single Family",3534,0.5,4,3,1,663650
1004,"1428 Kenton LaneRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)3,028SqftBuilt in2019Single Family",3028,0.5,4,2,1,672641
1005,"916 Creekmoor DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,065SqftBuilt in2018Single Family",3065,0.5,4,3,1,673560
1006,"118 Algonquin DriveLake Winnebago, MO 64034","4Bedrms3Full Bath(s)1Half Bath(s)3,960SqftBuilt in1994Single Family",3960,0.5,4,3,1,676622
1007,"1400 Young CircleRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,065SqftBuilt in2019Single Family",3065,0.5,4,3,1,698700
1008,"4541 SW Gull Point DriveLee's Summit, MO 64082","4Bedrms2Full Bath(s)1Half Bath(s)4,700SqftBuilt in1998Single Family",4700,0.5,4,2,1,699900
1009,"15515 Meadowbrook CourtRaymore, MO 64083","4Bedrms4Full Bath(s)1Half Bath(s)7,447SqftBuilt in20003.7AcresSingle Family",7447,3.7,4,4,1,710000
1010,"1116 Lakecrest CircleRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,550SqftBuilt in2020Single Family",3550,0.5,4,3,1,713011
1011,"22702 S Prospect AvenueCleveland, MO 64734","4Bedrms4Full Bath(s)1Half Bath(s)3,541SqftBuilt in196671AcresSingle Family",3541,71,4,4,1,732000
1012,"1315 Granton LaneRaymore, MO 64083",4Bedrms4Full Bath(s)0Half Bath(s)Built in2017Single Family,3650,0.5,4,4,0,754070
1013,"1221 Granton LaneRaymore, MO 64083","4Bedrms4Full Bath(s)0Half Bath(s)3,433SqftBuilt in2019Single Family",3433,0.5,4,4,0,773757
1014,"7 Dakota CircleLake Winnebago, MO 64034","5Bedrms4Full Bath(s)0Half Bath(s)3,557SqftBuilt in 2019.5acresSingle Family",3557,0.5,5,4,0,780000
1015,"1311 Granton LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,519SqftBuilt in2020Single Family",3519,0.5,4,3,0,782693
1016,"39501 163 StreetPleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)7,800SqftBuilt in2006160AcresSingle Family",7800,160,3,3,0,795000
1017,"65 Street Of Dreams StreetLoch Lloyd, MO 64012","5Bedrms4Full Bath(s)4Half Bath(s)7,144SqftBuilt in19940.67AcresSingle Family",7144,0.67,5,4,4,801250
1018,"85 Hever KnollLoch Lloyd, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)5,170SqftBuilt in20072.69AcresSingle Family",5170,2.69,4,3,1,853000
1019,"400 South Shore DriveLake Winnebago, MO 64034","4Bedrms3Full Bath(s)1Half Bath(s)3,800SqftBuilt in2020Single Family",3800,0.5,4,3,1,856088
1020,"430 South Shore DriveLake Winnebago, MO 64034","4Bedrms4Full Bath(s)0Half Bath(s)4,416SqftBuilt in2002Single Family",4416,0.5,4,4,0,1185000
1021,"17305 E 171st StreetPleasant Hill, MO 64080","5Bedrms4Full Bath(s)4Half Bath(s)4,946Sqft10AcresSingle Family",4946,10,5,4,4,1200000
1022,"14 Dakota CircleLake Winnebago, MO 64034","5Bedrms4Full Bath(s)0Half Bath(s)4,034SqftBuilt in20190.5AcresSingle Family",4034,0.5,5,4,0,1250000
1023,"20 Hever Knoll DriveLoch Lloyd, MO 64012","4Bedrms4Full Bath(s)2Half Bath(s)6,184SqftBuilt in20062.69AcresSingle Family",6184,2.7,4,4,2,1275000
1024,"16415 TurnberryLoch Lloyd, MO 64012","4Bedrms4Full Bath(s)1Half Bath(s)3,746SqftBuilt in20162.69AcresSingle Family",3746,2.7,4,4,1,1320944
1025,"16114 Carnoustie LaneLoch Lloyd, MO 64012","4Bedrms4Full Bath(s)1Half Bath(s)4,138SqftBuilt in20162.69AcresSingle Family",4138,2.7,4,4,1,1678012
1026,"125 Street Of DreamsLoch Lloyd, MO 64012","5Bedrms5Full Bath(s)2Half Bath(s)6,849SqftBuilt in20162.69AcresSingle Family",6849,2.7,5,5,2,1725000
1027,"505 E 164th TerraceBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,767SqftBuilt in19880.34AcresSingle Family",1767,0.34,3,2,0,170000
1028,"705 E Saturn DriveRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,326SqftBuilt in1995Single Family",1326,0.2,2,2,0,170000
1029,"901 East StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,226SqftBuilt in2003Single Family",1226,0.2,3,2,0,170000
1030,"1103 S Butler DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)3,360SqftBuilt in19620.34AcresSingle Family",3360,0.34,3,2,0,170000
1031,"627 Park AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,912SqftBuilt in1984Single Family",1912,0.25,3,2,0,170000
1032,"522 S Saturn DriveRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,184SqftBuilt in1998Single Family",1184,0.2,2,2,0,170000
1033,"15603 Lawrence AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,132SqftBuilt in1992Single Family",1132,0.2,3,2,0,170000
1034,"107 N Hillcrest RoadBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)2,104SqftBuilt in19700.48AcresSingle Family",2104,0.48,3,3,0,170000
1035,"921 Glengera DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,200SqftBuilt in19750.54AcresSingle Family",1200,0.54,3,2,0,170000
1036,"607 Valley ViewRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,627SqftBuilt in1991Single Family",1627,0.25,3,2,0,170000
1037,"1201 Holly AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,958SqftBuilt in1990Single Family",1958,0.25,3,2,0,170050
1038,"16402 Rebecca LaneBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,718SqftBuilt in1985Single Family",1718,0.25,3,2,0,170500
1039,"9008 E 235th StreetPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)2,901SqftBuilt in1998Single Family",2901,0.35,4,2,1,170500
1040,"810 S Scott AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,414SqftBuilt in19880.18AcresSingle Family",1414,0.18,3,2,0,171000
1041,"2103 Crane StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)2Half Bath(s)1,592SqftSingle Family",1592,0.25,3,1,2,171000
1042,"3006 Prairie View DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,410SqftBuilt in2002Single Family",1410,0.2,3,2,0,171250
1043,"804 S Cedar StreetBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,546SqftBuilt in19980.19AcresSingle Family",1546,0.2,3,3,0,171500
1044,"517 Neptune StreetRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,442SqftSingle Family",1442,0.2,2,2,0,171644
1045,"19006 S Ash StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,396SqftBuilt in2000Single Family",1396,0.2,3,2,0,172000
1046,"17228 Chula Vista DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,175SqftBuilt in1960Single Family",1175,0.2,3,2,0,172000
1047,"711 N Patton StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)2,262SqftSingle Family",2262,0.35,3,3,0,172000
1048,"24601 State Route 2 HighwayHarrisonville, MO 64701","2Bedrms2Full Bath(s)0Half Bath(s)1,204Sqft7.4AcresSingle Family",1204,7.4,2,2,0,172500
1049,"534 Saturn DriveRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,560SqftBuilt in1999Single Family",1560,0.25,2,2,0,172800
1050,"705 Twilight CourtRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,394SqftBuilt in1997Single Family",1394,0.2,2,2,0,173000
1051,"704 N King AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,728SqftBuilt in1976Single Family",1728,0.25,3,2,1,173000
1052,"423 Rachael CircleRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,390SqftBuilt in2002Single Family",1390,0.2,3,2,0,174000
1053,"510 Buena Vista DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,962SqftBuilt in1985Single Family",1962,0.25,3,2,0,174250
1054,"516 Trevis AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,610SqftBuilt in1971Single Family",1610,0.25,3,2,1,174265
1055,"603 Fall Creek DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,560SqftBuilt in2007Single Family",1560,0.25,3,2,1,174500
1056,"113 N Oxford DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2002Single Family",2150,0.35,4,3,0,174500
1057,"713 Canter StreetRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,300SqftBuilt in1996Single Family",1300,0.2,3,2,0,174572
1058,"1000 E Mechanic StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,628SqftSingle Family",1628,0.25,3,2,0,174900
1059,"514 S Wilson StreetArchie, MO 64725","3Bedrms2Full Bath(s)0Half Bath(s)1,662SqftBuilt in2011Single Family",1662,0.25,3,2,0,174900
1060,"327 N Lake StreetPleasant Hill, MO 64080","3Bedrms1Full Bath(s)1Half Bath(s)1,837SqftBuilt in1920Single Family",1837,0.25,3,1,1,175000
1061,"11006 Highview RoadPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,060SqftBuilt in2006Single Family",2060,0.35,3,2,1,175000
1062,"1905 N Lexington StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,200SqftBuilt in19850.75AcresSingle Family",1200,0.75,3,2,0,175000
1063,"16509 McKinley StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,546SqftBuilt in1975Single Family",1546,0.25,3,2,0,175000
1064,"806 S Butler DriveHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)1,932SqftBuilt in1992Single Family",1932,0.25,3,3,0,175000
1065,"811 Autumn DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,700SqftBuilt in1990Single Family",1700,0.25,3,2,0,175000
1066,"822 Heather DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,700SqftBuilt in1989Single Family",1700,0.25,3,2,1,175000
1067,"16211 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,272SqftBuilt in1987Single Family",1272,0.2,3,2,0,175000
1068,"809 N Arnold AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,336SqftBuilt in1991Single Family",1336,0.2,3,2,0,175000
1069,"710 N Patton StreetHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,158SqftBuilt in1992Single Family",2158,0.35,4,3,0,175000
1070,"1703 E State Route 2Cleveland, MO 64734",1Bedrms1Full Bath(s)0Half Bath(s)900SqftBuilt in19993.8AcresSingle Family,900,3.78,1,1,0,175000
1071,"601 Seaton BoulevardRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,489SqftBuilt in1998Single Family",1489,0.2,3,2,1,175000
1072,"305 Brookridge DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,754SqftBuilt in1979Single Family",1754,0.25,3,2,1,175000
1073,"212 S Darrowby DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,300SqftBuilt in2001Single Family",1300,0.2,3,2,0,175000
1074,"508 Birch StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,534SqftBuilt in1996Single Family",1534,0.25,3,2,0,175150
1075,"512 Miller DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,467SqftBuilt in1990Single Family",1467,0.2,3,2,0,175500
1076,"114 Brent RoadBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)2,316SqftBuilt in1982Single Family",2316,0.35,3,2,0,175500
1077,"16512 Greenwald DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,632SqftSingle Family",1632,0.25,3,2,1,175500
1078,"203 N Highland DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,096SqftBuilt in1996Single Family",2096,0.35,4,2,1,175500
1079,"307 Berry AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,240SqftBuilt in1968Single Family",2240,0.35,3,2,1,176000
1080,"516 S Wilson StreetArchie, MO 64725","3Bedrms2Full Bath(s)0Half Bath(s)1,662SqftBuilt in20110.35AcresSingle Family",1662,0.35,3,2,0,176000
1081,"1607 Stacy RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,102SqftBuilt in2018Single Family",1102,0.2,3,2,0,176900
1082,"833 Bristol DriveRaymore, MO 64083","2Bedrms1Full Bath(s)1Half Bath(s)1,795SqftBuilt in2002Single Family",1795,0.25,2,1,1,177000
1083,"15507 Terry AvenueBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,778SqftBuilt in19900.33AcresSingle Family",1778,0.33,4,2,1,177500
1084,"905 Jonathan CourtBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,140SqftBuilt in1996Single Family",1140,0.2,3,2,0,178000
1085,"706 Cedar StreetPleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,072SqftBuilt in1900Single Family",2072,0.35,4,3,0,178000
1086,"504 Sunset LaneBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,894SqftBuilt in1972Single Family",1894,0.25,3,2,0,178350
1087,"522 S Madison StreetRaymore, MO 64083","3Bedrms1Full Bath(s)1Half Bath(s)1,224SqftBuilt in19630.45AcresSingle Family",1224,0.45,3,1,1,178500
1088,"10008 E 222nd StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)2,520SqftBuilt in2003Single Family",2520,0.35,3,2,0,179000
1089,"507 Cromwell CourtBelton, MO 64012","4Bedrms2Full Bath(s)0Half Bath(s)2,066SqftBuilt in19660.25AcresSingle Family",2066,0.25,4,2,0,179000
1090,"907 Winesap CourtBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,856SqftBuilt in1994Single Family",1856,0.25,3,3,0,179000
1091,"410 Cheyenne DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,848SqftBuilt in1998Single Family",1848,0.25,3,2,1,179000
1092,"214 W Calico DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,730SqftBuilt in1992Single Family",1730,0.25,3,2,1,179300
