,Unnamed: 0,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price,yr_built,town_Archie,town_Belton,town_Cleveland,town_Creighton,town_Drexel,town_East Lynne,town_Freeman,town_Garden City,town_Greenwood,town_Harrisonville,town_Kingsville,town_Lake Winnebago,town_Lees Summit,town_Loch Lloyd,town_Peculiar,town_Pleasant Hill,town_Raymore,town_Strasburg
122,122,"110 Short StreetGarden City, MO 64747","3Bedrms1Full Bath(s)1Half Bath(s)2,352SqftBuilt in1989Single Family",2352,0.35,3,1,1,113000,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,123,"15805 Kay AvenueBelton, MO 64012",2Bedrms1Full Bath(s)0Half Bath(s)982SqftBuilt in1965Single Family,982,0.2,2,1,0,114500,1965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,"16011 Vicie AvenueBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,212SqftBuilt in1977Single Family",1212,0.2,3,1,0,114900,1977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,"401 Park AvenueBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,200SqftBuilt in19620.28AcresSingle Family",1200,0.28,3,1,0,115000,1962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,"908 Locust StreetPleasant Hill, MO 64080",2Bedrms1Full Bath(s)1Half Bath(s)837SqftBuilt in1960Single Family,837,0.2,2,1,1,115000,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,127,"712 Harvey StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,037SqftBuilt in1994Single Family",1037,0.2,3,1,0,115000,1994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,128,"1708 Delmar StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,004SqftBuilt in1989Single Family",1004,0.2,3,2,0,115000,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,129,"17217 Cerrito DriveBelton, MO 64012","2Bedrms1Full Bath(s)0Half Bath(s)1,218SqftBuilt in1955Single Family",1218,0.2,2,1,0,115000,1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,"116 N Campbell StreetPleasant Hill, MO 64080","3Bedrms1Full Bath(s)0Half Bath(s)1,657SqftBuilt in19250.17AcresSingle Family",1657,0.1,3,1,0,115000,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,131,"17230 Montgall DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,228SqftBuilt in19600.49AcresSingle Family",1228,0.49,3,1,0,115000,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,"204 Brookview DriveBelton, MO 64012",3Bedrms1Full Bath(s)1Half Bath(s)989SqftBuilt in1959Single Family,989,0.2,3,1,1,115000,1959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,"33921 Main City RoadDrexel, MO 64742","2Bedrms1Full Bath(s)0Half Bath(s)1,192SqftBuilt in19206AcresSingle Family",1192,6.0,2,1,0,115000,1920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,"507 Lexington RoadPleasant Hill, MO 64080",3Bedrms1Full Bath(s)0Half Bath(s)952SqftBuilt in19050.5AcresSingle Family,952,0.5,3,1,0,116000,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,135,"17210 Cerrito DriveBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,044SqftBuilt in1955Single Family",1044,0.2,3,1,1,118000,1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,"435 E Hickory StreetDrexel, MO 64742","3Bedrms1Full Bath(s)0Half Bath(s)1,141SqftBuilt in1962Single Family",1141,0.2,3,1,0,118500,1962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,137,"206 S Texas StreetArchie, MO 64725","3Bedrms1Full Bath(s)0Half Bath(s)1,014SqftBuilt in1961Single Family",1014,0.2,3,1,0,118500,1961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,"405 Ranchero PlaceBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,800SqftBuilt in1960Single Family",1800,0.25,3,2,0,119000,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,"201 Lillard AvenueBelton, MO 64012",2Bedrms1Full Bath(s)0Half Bath(s)920SqftBuilt in1953Single Family,920,0.2,2,1,0,119000,1953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,"700 W Mechanic StreetHarrisonville, MO 64701",2Bedrms1Full Bath(s)0Half Bath(s)882SqftBuilt in1930Single Family,882,0.2,2,1,0,119900,1930,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141,141,"502 E Main StreetFreeman, MO 64746","3Bedrms2Full Bath(s)0Half Bath(s)1,688SqftBuilt in1950Single Family",1688,0.25,3,2,0,120000,1950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142,142,"107 Main StreetBelton, MO 64012","2Bedrms1Full Bath(s)0Half Bath(s)1,120SqftBuilt in1940Single Family",1120,0.2,2,1,0,120000,1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,"410 E Elm StreetDrexel, MO 64742","3Bedrms1Full Bath(s)0Half Bath(s)1,608SqftBuilt in19580AcresSingle Family",1608,0.38,3,1,0,120000,1958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,"1003 Stafford DrivePleasant Hill, MO 64080","3Bedrms1Full Bath(s)1Half Bath(s)1,968SqftBuilt in1960Single Family",1968,0.25,3,1,1,120000,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,145,"304 Clearview DrivePleasant Hill, MO 64080","2Bedrms1Full Bath(s)0Half Bath(s)1,060SqftBuilt in1958Single Family",1060,0.2,2,1,0,120000,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,146,"110 Melody LaneBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,180SqftBuilt in1960Single Family",1180,0.2,3,1,0,120000,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,"2605 Easton StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,028SqftBuilt in1987Single Family",1028,0.2,3,1,0,120000,1987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,148,"1402 Eastwood RoadHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,028SqftBuilt in1971Single Family",1028,0.2,3,1,0,120000,1971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,149,"102 Nanette StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,350SqftBuilt in1973Single Family",1350,0.2,3,2,0,121000,1973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,"202 N Texas StreetArchie, MO 64725","3Bedrms3Full Bath(s)0Half Bath(s)1,262SqftBuilt in19980.3AcresSingle Family",1262,0.3,3,3,0,122000,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,151,"16102 Hinkle AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,680SqftBuilt in19890.35AcresSingle Family",1680,0.35,3,2,0,122000,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,"10607 E Hillcrest StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,734SqftBuilt in1965Single Family",1734,0.25,3,2,0,122000,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
153,153,"405 Beech StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,475SqftBuilt in1899Single Family",1475,0.2,3,2,0,122250,1899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,154,"1202 Blueberry DriveHarrisonville, MO 64701","3Bedrms1Full Bath(s)1Half Bath(s)2,362SqftBuilt in1972Single Family",2362,0.35,3,1,1,122500,1972,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,155,"12101 E 211th StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)3,296SqftBuilt in19630.98AcresSingle Family",3296,0.98,3,2,0,122850,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,156,"500 Benton StreetPleasant Hill, MO 64080",3Bedrms1Full Bath(s)0Half Bath(s)936SqftBuilt in1964Single Family,936,0.2,3,1,0,123250,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,157,"202 Pacific DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,288SqftBuilt in1962Single Family",1288,0.2,3,1,0,123800,1962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,"600 E 2nd StreetCreighton, MO 64739","3Bedrms2Full Bath(s)0Half Bath(s)1,586SqftBuilt in1961.5AcresSingle Family",1586,0.5,3,2,0,124000,1961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,"312 Baldwin StreetBelton, MO 64012",3Bedrms1Full Bath(s)1Half Bath(s)944SqftBuilt in1953Single Family,944,0.2,3,1,1,124000,1953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,"305 BaldwinBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,112SqftBuilt in19500.19AcresSingle Family",1112,0.19,3,1,0,124000,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,"105 Sharon LaneGarden City, MO 64747","3Bedrms1Full Bath(s)0Half Bath(s)1,152SqftBuilt in1984Single Family",1152,0.2,3,1,0,124000,1984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,162,"601 Commercial StreetBelton, MO 64012","1Bedrms1Full Bath(s)0Half Bath(s)1,906SqftBuilt in1890Single Family",1906,0.25,1,1,0,124650,1890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,"112 E Shady LaneHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,240SqftBuilt in1940Single Family",1240,0.2,3,1,0,124900,1940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164,164,"1023 Brookside DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,462SqftBuilt in1977Single Family",2462,0.35,3,2,1,125000,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,166,"206 Eldorado DriveBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)936SqftBuilt in1962Single Family,936,0.2,3,1,0,125000,1962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,"110 Manor DriveBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)960SqftBuilt in19550.27AcresSingle Family,960,0.2,3,1,0,125000,1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,"500 Jennifer LaneGarden City, MO 64747","4Bedrms1Full Bath(s)0Half Bath(s)1,380SqftBuilt in1970Single Family",1380,0.2,4,1,0,125000,1970,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169,169,"1804 BrandonHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)2,008SqftBuilt in1990Single Family",2008,0.35,3,1,0,125000,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,170,"2607 E Elm StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,080SqftBuilt in1995Single Family",1080,0.2,3,1,0,125000,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,171,"7204 E 162nd StreetBelton, MO 64012","2Bedrms1Full Bath(s)0Half Bath(s)1,258SqftBuilt in1984Single Family",1258,0.2,2,1,0,125000,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,"304 S Delaware StreetArchie, MO 64725","2Bedrms3Full Bath(s)0Half Bath(s)1,838SqftBuilt in1978Single Family",1838,0.25,2,3,0,125150,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,"204 S Madison StreetRaymore, MO 64083",4Bedrms1Full Bath(s)0Half Bath(s)950SqftBuilt in1930Single Family,950,0.2,4,1,0,125500,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,175,"2003 Christopher StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,144SqftBuilt in1989Single Family",1144,0.2,3,1,0,126840,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176,176,"310 Lacy LaneBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,088SqftBuilt in19580.22AcresSingle Family",1088,0.22,3,1,1,127085,1958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,"201 Eldorado DriveBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,008SqftBuilt in19590.25AcresSingle Family",1008,0.25,3,1,1,127400,1959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,"211 Spruce StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,320SqftBuilt in19970.37AcresSingle Family",1320,0.37,3,2,0,127500,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,179,"17226 Chula Vista DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,000SqftBuilt in19600.39AcresSingle Family",1000,0.39,3,1,0,128000,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,"1404 S Butler DriveHarrisonville, MO 64701","2Bedrms2Full Bath(s)0Half Bath(s)1,010SqftBuilt in1940Single Family",1010,0.2,2,2,0,128200,1940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181,181,"210 W Walnut StreetCleveland, MO 64734","3Bedrms2Full Bath(s)0Half Bath(s)1,226SqftBuilt in1930Single Family",1226,0.2,3,2,0,128750,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,"517 Baldwin StreetBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)960SqftBuilt in1957Single Family,960,0.2,3,1,0,128800,1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,"110 Monroe AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,520SqftBuilt in1979Single Family",1520,0.25,3,2,0,128850,1979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,"707 Webster StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,464SqftBuilt in1971Single Family",1464,0.2,3,2,0,129000,1971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185,185,"501 Morningside DriveGarden City, MO 64747","3Bedrms1Full Bath(s)0Half Bath(s)1,380SqftBuilt in1974Single Family",1380,0.2,3,1,0,129500,1974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186,186,"225 N Boardman StreetPleasant Hill, MO 64080",2Bedrms1Full Bath(s)0Half Bath(s)956SqftBuilt in1920Single Family,956,0.2,2,1,0,129900,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187,187,"508 Lacy LaneBelton, MO 64012","4Bedrms2Full Bath(s)0Half Bath(s)1,425SqftBuilt in1960Single Family",1425,0.2,4,2,0,130000,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,"309 Lacy LaneBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,225SqftBuilt in1958Single Family",1225,0.2,3,1,1,130000,1958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,"139 E Pacific DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,014SqftBuilt in1987Single Family",1014,0.2,3,1,0,130000,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,"97 8th StreetGarden City, MO 64747","4Bedrms2Full Bath(s)0Half Bath(s)1,870SqftBuilt in19710.67AcresSingle Family",1870,0.67,4,2,0,130000,1971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,191,"127 Hargis StreetBelton, MO 64012",2Bedrms1Full Bath(s)0Half Bath(s)885SqftBuilt in19500.13AcresSingle Family,885,0.13,2,1,0,130000,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,"2104 Kay StreetHarrisonville, MO 64701",3Bedrms1Full Bath(s)0Half Bath(s)912SqftBuilt in1965Single Family,912,0.2,3,1,0,130000,1965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,193,"202 N ArmstrongPleasant Hill, MO 64080","2Bedrms1Full Bath(s)0Half Bath(s)1,788SqftBuilt in19250.24AcresSingle Family",1788,0.24,2,1,0,130000,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,194,"1601 Ann AvenueHarrisonville, MO 64701","2Bedrms2Full Bath(s)0Half Bath(s)1,580SqftBuilt in1975Single Family",1580,0.25,2,2,0,130000,1975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,196,"505 Buena Vista DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,537SqftBuilt in19850.24AcresSingle Family",1537,0.24,3,2,1,130000,1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,197,"105 Bowman StreetHarrisonville, MO 64701",3Bedrms2Full Bath(s)0Half Bath(s)888SqftBuilt in19580AcresSingle Family,888,0.13,3,2,0,130000,1958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198,198,"1004 Eastwood RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,320SqftBuilt in1955Single Family",1320,0.2,3,2,0,130000,1955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199,199,"1002 Smith CircleHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)2,016SqftBuilt in19720AcresSingle Family",2016,0.15,3,2,0,130700,1972,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,200,"717 S Sunset LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,000SqftBuilt in2003Single Family",2000,0.35,4,3,0,230000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201,201,"19815 S Pickering RoadBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,936SqftBuilt in1978Single Family",1936,0.25,3,1,0,230000,1978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,"401 F HighwayGarden City, MO 64747","3Bedrms2Full Bath(s)1Half Bath(s)1,900SqftBuilt in19910.9AcresSingle Family",1900,0.9,3,2,1,230000,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,203,"30404 S State Route Dd HighwayHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,224SqftBuilt in19679AcresSingle Family",1224,9.0,3,2,1,230000,1967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204,204,"212 Apple Valley ParkwayBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,147SqftBuilt in19970.33AcresSingle Family",2147,0.33,3,2,1,230700,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,"300 W Laredo TrailRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,300SqftBuilt in1992Single Family",2300,0.35,4,3,0,230900,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206,206,"706 Lakeshore PlaceRaymore, MO 64083","3Bedrms3Full Bath(s)1Half Bath(s)2,046SqftBuilt in1998Single Family",2046,0.35,3,3,1,231000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,207,"202 Amy StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)1,548SqftBuilt in2001Single Family",1548,0.25,3,3,0,231500,2001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
208,208,"16002 Eastern AvenueBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,882SqftBuilt in19900.59AcresSingle Family",1882,0.59,3,3,0,232000,1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,"10000 E Kelly DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,052SqftBuilt in20160.18AcresSingle Family",2052,0.18,4,3,0,232000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,211,"7904 E 159th StreetBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)3,052SqftBuilt in19950.2AcresSingle Family",3052,0.2,4,2,1,232500,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,"607 Town Center DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,184SqftBuilt in1990Single Family",2184,0.35,3,2,1,232500,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,213,"16010 Oakland AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,630SqftBuilt in1993Single Family",2630,0.35,4,3,0,232500,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,"302 Amy StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,666SqftBuilt in2016Single Family",1666,0.25,3,2,1,233000,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215,215,"15516 White DriveBelton, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)2,901SqftBuilt in20050.4AcresSingle Family",2901,0.4,4,3,1,233000,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,216,"800 Hollis AvenueBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,950SqftBuilt in2011Single Family",1950,0.25,4,2,1,233000,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,"802 S Stella StreetHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)3,082SqftBuilt in1970Single Family",3082,0.5,4,3,0,234250,1970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218,218,"612 Hibiscus DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,101SqftBuilt in20150.25AcresSingle Family",2101,0.25,4,3,0,234500,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,"710 Meadow LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,300SqftBuilt in1997Single Family",2300,0.35,4,3,0,234900,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,220,"501 Meadow LaneRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,200SqftBuilt in1977Single Family",2200,0.35,4,2,1,235000,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
221,221,"13312 E Harvest LanePeculiar, MO 64078","3Bedrms1Full Bath(s)1Half Bath(s)1,232SqftBuilt in19802.2AcresSingle Family",1232,2.2,3,1,1,235000,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,222,"1905 Valley ViewPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,622SqftBuilt in19980.34AcresSingle Family",1622,0.34,3,2,1,235000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,223,"521 Cedar Falls CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,205SqftBuilt in2003Single Family",2205,0.35,3,2,1,235000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
224,224,"601 Jefferson BoulevardEast Lynne, MO 64743","4Bedrms3Full Bath(s)0Half Bath(s)3,044SqftBuilt in20071.12AcresSingle Family",3044,1.12,4,3,0,235000,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,225,"1103 Orchid StreetGarden City, MO 64747","3Bedrms3Full Bath(s)1Half Bath(s)3,414SqftBuilt in2018Single Family",3414,0.5,3,3,1,235000,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226,226,"15725 Harris AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,325SqftBuilt in19855.1AcresSingle Family",2325,5.1,4,3,0,235000,1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,"1110 White Oak CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in2002Single Family",1800,0.25,3,2,1,236000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,228,"410 S Sunset LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,800SqftBuilt in1978Single Family",1800,0.25,3,2,0,236000,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229,229,"1316 Maple LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)2,330SqftBuilt in1994Single Family",2330,0.35,4,3,1,236500,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,230,"1104 Wiltshire BoulevardRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,830SqftBuilt in1998Single Family",2830,0.35,3,3,0,236900,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,231,"735 Chelsea CourtRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)3,154SqftBuilt in20040.23AcresSingle Family",3154,0.23,4,2,1,237000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,232,"605 Oak DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,034SqftBuilt in1998Single Family",2034,0.35,3,3,0,237000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,233,"602 Meadowlark PlaceRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,500SqftBuilt in2005Single Family",2500,0.35,3,3,0,237900,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,234,"617 Condor StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,118SqftBuilt in1993Single Family",2118,0.35,4,3,0,238000,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,236,"711 Ridgecrest DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,715SqftBuilt in2019Single Family",1715,0.25,4,3,0,238250,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
